game,league,blueteam,redteam,golId,event1,event2,event3,event4,event5,event6,event7,event8,event9,event10,event11,event12,event13,event14,event15,event16,event17,event18,event19,event20,event21,event22,event23,event24,event25,event26,event27,event28,event29,event30,event31,event32,event33,event34,event35,event36,event37,event38
ESPORTSTMNT03_2634973,LHE,Movistar Optix,Santiago Wanderers eSports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2635002,LHE,Santiago Wanderers eSports,Movistar Optix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2654860,LCSA,100 Thieves Next,Winthrop University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2674458,VL,Pirate Dream,Descuydado Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2654869,LCSA,TSM Academy,Immortals Area of Effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2635023,LCSA,Immortals Area of Effect,TSM Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2674468,VL,Descuydado Esports,Pirate Dream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2635026,LCSA,TSM Academy,Immortals Area of Effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2674470,VL,Pirate Dream,Descuydado Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2635088,PCS,Deep Cross Gaming,Beyond Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2635102,PCS,Deep Cross Gaming,Beyond Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2635111,PCS,Beyond Gaming,Deep Cross Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2635118,PCS,Deep Cross Gaming,Beyond Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2610096,LFL,LDLC OL,Team BDS Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2610097,LFL,Team BDS Academy,LDLC OL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2610098,LFL,Team BDS Academy,LDLC OL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2610099,LFL,LDLC OL,Team BDS Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2610100,LFL,Team BDS Academy,LDLC OL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2655109,LMF,River Plate Gaming,EBRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2655110,LHE,Meta Gaming,Rebirth eSports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2635270,LCSA,Taco Gaming,Dignitas Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2655129,LHE,Meta Gaming,Rebirth eSports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2655145,LMF,River Plate Gaming,EBRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2655151,LHE,Meta Gaming,Rebirth eSports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2635280,LCSA,Dignitas Academy,Taco Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2655152,LMF,River Plate Gaming,EBRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2635289,LCSA,FlyQuest Academy,Evil Geniuses Prodigies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2655165,LMF,EBRO,River Plate Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2655167,LHE,Meta Gaming,Rebirth eSports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2635295,LCSA,FlyQuest Academy,Evil Geniuses Prodigies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2655177,LHE,Meta Gaming,Rebirth eSports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2674554,LCK CL,Nongshim RedForce Challengers,DWG KIA Challengers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2655267,LJL,Fukuoka SoftBank HAWKS gaming,Burning Core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2674567,LCK CL,Nongshim RedForce Challengers,DWG KIA Challengers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2635424,PCS,CTBC Flying Oyster,Meta Falcon Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2674569,LCK CL,DWG KIA Challengers,Nongshim RedForce Challengers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2664758,VCS,SBTC Esports,Luxury Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2635446,PCS,Meta Falcon Team,CTBC Flying Oyster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2635447,LJL,Fukuoka SoftBank HAWKS gaming,Burning Core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2635454,PCS,Meta Falcon Team,CTBC Flying Oyster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2674573,LCK CL,Nongshim RedForce Challengers,DWG KIA Challengers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2635457,LJL,Fukuoka SoftBank HAWKS gaming,Burning Core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2664760,VCS,Luxury Esports,SBTC Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2635468,LJL,Fukuoka SoftBank HAWKS gaming,Burning Core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2674576,VCS,Saigon Buffalo,Team Secret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2674579,VCS,Team Secret,Saigon Buffalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2260360,LEC,G2 Esports,Team Vitality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2260367,LEC,Team Vitality,G2 Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2260368,LEC,Team Vitality,G2 Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2655377,LMF,Pampas,9z Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA1_4261808596,UPL,Ginger Turmeric,Winthrop University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2655411,LCSA,100 Thieves Academy,100 Thieves Next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2655419,LMF,Pampas,9z Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA1_4261808763,UPL,Ginger Turmeric,Winthrop University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2655439,LCSA,100 Thieves Next,100 Thieves Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2655440,LMF,Pampas,9z Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2664788,SL,Diamond Doves,Instinct Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2655444,LCSA,Immortals Area of Effect,CLG Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA1_4261619350,UPL,Illinois State University,University of Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA1_4261779290,UPL,Harrisburg University,University of St. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA1_4261699195,UPL,"University of California, Irvine",University of Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2655448,LCSA,CLG Academy,Immortals Area of Effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA1_4261779325,UPL,Team Amibition,Bay State College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2664794,SL,Instinct Gaming,Diamond Doves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA1_4261619618,UPL,Illinois State University,University of Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA1_4261779493,UPL,University of St. Thomas,Harrisburg University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA1_4261699466,UPL,University of Toronto,"University of California, Irvine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA1_4261699561,UPL,Bay State College,Team Amibition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2655459,LCSA,Immortals Area of Effect,CLG Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA1_4261779723,UPL,Harrisburg University,University of St. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA1_4264119877,UPL,University of Michigan,Illinois State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA1_4261699699,UPL,University of Toronto,"University of California, Irvine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2664797,SL,Diamond Doves,Instinct Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2664799,SL,Instinct Gaming,Diamond Doves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2664801,SL,Diamond Doves,Instinct Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2674644,LCK,Gen.G,T1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2635716,PCS,Meta Falcon Team,Frank Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2674660,LCK,Gen.G,T1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2664903,VCS,GAM Esports,Saigon Buffalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2635758,PCS,Frank Esports,Meta Falcon Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2674677,LCK,T1,Gen.G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2290392,TCL,Galatasaray Esports,Dark Passage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2664905,VCS,Saigon Buffalo,GAM Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2635776,PCS,Meta Falcon Team,Frank Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2290398,TCL,Galatasaray Esports,Dark Passage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2674680,LCK,Gen.G,T1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2290399,TCL,Galatasaray Esports,Dark Passage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2664920,VCS,Burst The Sky Esports,Team Secret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2290400,TCL,Galatasaray Esports,Dark Passage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2260391,LEC,Rogue,Fnatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2664923,VCS,Team Secret,Burst The Sky Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2664924,VCS,Burst The Sky Esports,Team Secret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2655697,CBLOL,RED Canids,Liberty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2260400,LEC,Rogue,Fnatic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2635924,CBLOL,RED Canids,Liberty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2260401,LEC,Fnatic,Rogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2635930,CBLOL,Liberty,RED Canids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2260403,LEC,Fnatic,Rogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2260404,LEC,Fnatic,Rogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2635949,CBLOL,Liberty,RED Canids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2635962,LLA,Rainbow7,Isurus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2635970,CBLOL,RED Canids,Liberty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2860374,LCS,Cloud9,100 Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2635993,LLA,Rainbow7,Isurus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2860394,LCS,Cloud9,100 Thieves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2636002,LLA,Isurus,Rainbow7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2860401,LCS,100 Thieves,Cloud9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2636016,LLA,Rainbow7,Isurus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2636021,LLA,Isurus,Rainbow7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2636097,LJL,DetonatioN FocusMe,Sengoku Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2636099,PCS,Beyond Gaming,Impunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2636106,LJL,Sengoku Gaming,DetonatioN FocusMe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2664967,VCS,Team Flash,Luxury Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2636108,PCS,Impunity,Beyond Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2636117,LJL,DetonatioN FocusMe,Sengoku Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2636118,PCS,Beyond Gaming,Impunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2290430,TCL,Team AURORA,İstanbul Wildcats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2664973,VCS,Luxury Esports,Team Flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2664978,VCS,Team Flash,Luxury Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2290435,TCL,İstanbul Wildcats,Team AURORA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2290436,TCL,Team AURORA,İstanbul Wildcats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2664989,VCS,CERBERUS Esports,SBTC Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2260413,LEC,Misfits Gaming,G2 Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT02_2664991,VCS,SBTC Esports,CERBERUS Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2260423,LEC,Misfits Gaming,G2 Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2655923,CBLOL,KaBuM! e-Sports,paiN Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2260424,LEC,G2 Esports,Misfits Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2655944,CBLOL,KaBuM! e-Sports,paiN Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2655962,CBLOL,paiN Gaming,KaBuM! e-Sports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2636200,LLA,Rainbow7,Estral Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2870679,LCS,Evil Geniuses,Team Liquid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2636225,LLA,Estral Esports,Rainbow7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2870688,LCS,Team Liquid,Evil Geniuses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2636241,LLA,Rainbow7,Estral Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2870689,LCS,Evil Geniuses,Team Liquid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2636251,LLA,Estral Esports,Rainbow7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2870691,LCS,Team Liquid,Evil Geniuses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2636258,LLA,Rainbow7,Estral Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT01_2870693,LCS,Evil Geniuses,Team Liquid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA1_4264087554,UPL,University of North America,"University of California, Irvine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA1_4264437055,UPL,Last Resistance,Grand View University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA1_4264087788,UPL,"University of California, Irvine",University of North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA1_4264437320,UPL,Grand View University,Last Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA1_4264267843,UPL,Last Resistance,Grand View University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2636325,LCO,PEACE,ORDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2636335,LCO,PEACE,ORDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2636341,LCO,ORDER,PEACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2260453,EM,Barça eSports,WLGaming Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2260456,EM,mCon LG UltraGear,EGN Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2290497,EM,Unicorns of Love Sexy Edition,Valiance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2260457,EM,KRC Genk Esports,Iron Wolves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2610103,LFL Div2,Lille Esport,Team MCES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2260465,EM,Karmine Corp,Zero Tenacity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2290503,EM,eSuba,Bifrost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2260473,EM,Entropiq,Macko Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2260475,EM,Vitality.Bee,For The Win Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2290507,EM,Bifrost,Unicorns of Love Sexy Edition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2610104,LFL Div2,Team MCES,Lille Esport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2260479,EM,Macko Esports,Barça eSports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2290508,EM,Zero Tenacity,mCon LG UltraGear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2260480,EM,Iron Wolves,Vitality.Bee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2610105,LFL Div2,Lille Esport,Team MCES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2290512,EM,Valiance,eSuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2260481,EM,WLGaming Esports,Entropiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2260482,EM,For The Win Esports,KRC Genk Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2290514,EM,EGN Esports,Karmine Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT05_2610106,LFL Div2,Lille Esport,Team MCES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2260484,EM,Entropiq,Barça eSports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2290516,EM,Bifrost,Valiance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2290517,EM,Zero Tenacity,EGN Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2260485,EM,KRC Genk Esports,Vitality.Bee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2260486,EM,WLGaming Esports,Macko Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2290518,EM,Unicorns of Love Sexy Edition,eSuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2290520,EM,mCon LG UltraGear,Karmine Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT06_2260488,EM,Iron Wolves,For The Win Esports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2636454,LHE,Furious Gaming,Dark Horse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2656174,LCSA,Golden Guardians Academy,Immortals Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2636466,LHE,Dark Horse,Furious Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2656183,LCSA,Immortals Academy,Golden Guardians Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2656185,LCSA,Golden Guardians Academy,Immortals Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2636477,LHE,Furious Gaming,Dark Horse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2656208,LCSA,Cloud9 Academy,Team Liquid Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2656209,LCSA,Cloud9 Academy,Team Liquid Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2656210,LCSA,Team Liquid Academy,Cloud9 Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTSTMNT03_2636552,LCO,Pentanet.GG,ORDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
